21.07.2022 00:00:00,23217,23374.64,23217,23355.68,326172.1342
20.07.2022 23:00:00,23318.63,23407.82,23126.23,23208.53,2920941.913
20.07.2022 22:00:00,23617.91,23643.23,23312.54,23327.29,2264605.113
20.07.2022 21:00:00,23266.94,23796.16,23254.62,23617.91,7388801.355
20.07.2022 20:00:00,23674.37,23768.66,22940.88,23255.22,10850101.72
20.07.2022 19:00:00,23771.57,23950,23571.32,23673.67,4798695.028
20.07.2022 18:00:00,23542.67,23868.73,23539.36,23753.58,2076938.666
20.07.2022 17:00:00,23693.39,23744.95,23402.23,23538.82,3727896.526
20.07.2022 16:00:00,24181.24,24213.44,23565.67,23691.55,6832848.845
20.07.2022 15:00:00,24197.61,24280.3,24054.99,24185.53,4514333.975
20.07.2022 14:00:00,23791.06,24208,23701.79,24208,6747053.775
20.07.2022 13:00:00,23816.25,24077.3,23776.77,23791.74,5615998.532
20.07.2022 12:00:00,23737.99,23940.99,23584.97,23813.49,5535929.579
20.07.2022 11:00:00,23716.53,23814.29,23597.53,23728.75,1991115.75
20.07.2022 10:00:00,23542.9,23889.16,23511.54,23712.95,4865453.251
20.07.2022 09:00:00,23362.44,23582.25,23316.97,23530.22,1616612.759
20.07.2022 08:00:00,23387.55,23518.3,23323.73,23370.37,1689843.988
20.07.2022 07:00:00,23790.98,23855.86,23378.15,23397.26,3410200.611
20.07.2022 06:00:00,23504.91,23809.57,23501.79,23796.7,3547151.569
20.07.2022 05:00:00,23399.04,23560.01,23327.73,23496.39,1497099.617
20.07.2022 04:00:00,23438.58,23528.93,23310.08,23400,1225742.001
20.07.2022 03:00:00,23370.57,23526.11,23270.11,23443.47,3639168.708
20.07.2022 02:00:00,23265.56,23497.89,23207.38,23380,1932967.437
20.07.2022 01:00:00,23043.05,23351.74,22957.19,23265.57,2619497.803
20.07.2022 00:00:00,23392.04,23444.57,22893.95,23038.77,4331680.649
19.07.2022 23:00:00,23502.05,23633.63,23227.77,23405.02,2279815.309
